EN,FR
you re alone aren t you ?,vous etes seul n est ce pas ?
you re alone aren t you ?,vous etes seules n est ce pas ?
you re alone aren t you ?,vous etes seuls n est ce pas ?
you re alone aren t you ?,tu es seule n est ce pas ?
you re alone aren t you ?,tu es seul n est ce pas ?
you re always saying that .,vous dites toujours ca .
you re always saying that .,tu dis toujours ca .
you re always saying that .,vous dites toujours cela .
you re always saying that .,tu dis toujours cela .
you re confused again aren t you ?,vous vous embrouillez a nouveau non ?
you re confused again aren t you ?,tu t embrouilles a nouveau non ?
you re depressed aren t you ?,tu es deprimee n est ce pas ?
you re depressed aren t you ?,tu es deprime n est ce pas ?
you re depressed aren t you ?,vous etes deprimee n est ce pas ?
you re depressed aren t you ?,vous etes deprimees n est ce pas ?
you re depressed aren t you ?,vous etes deprimes n est ce pas ?
you re depressed aren t you ?,vous etes deprime n est ce pas ?
you re disappointed aren t you ?,vous etes decue n est ce pas ?
you re disappointed aren t you ?,vous etes decues n est ce pas ?
you re disappointed aren t you ?,vous etes decus n est ce pas ?
you re disappointed aren t you ?,vous etes decu n est ce pas ?
you re disappointed aren t you ?,tu es decue n est ce pas ?
you re disappointed aren t you ?,tu es decu n est ce pas ?
you re done working aren t you ?,vous avez fini de travailler non ?
you re done working aren t you ?,tu as fini de travailler non ?
you re double parked .,vous etes gare en double file .
you re double parked .,vous etes gares en double file .
you re double parked .,vous etes garees en double file .
you re double parked .,vous etes garee en double file .
you re double parked .,tu es gare en double file .
you re double parked .,tu es garee en double file .
you re enjoying yourself aren t you ?,vous vous amusez n est ce pas ?
you re enjoying yourself aren t you ?,tu t amuses pas vrai ?
you re enjoying yourselves aren t you ?,vous vous amusez n est ce pas ?
you re going to be ok .,vous allez etre sur pieds .
you re going to be ok .,vous allez vous remettre .
you re going to be ok .,tu vas te remettre .
you re going to be ok .,tu vas etre sur pieds .
you re half right .,vous avez a moitie raison .
you re half right .,tu as a moitie raison .
you re impressed aren t you ?,vous etes impressionne n est ce pas ?
you re impressed aren t you ?,vous etes impressionnee n est ce pas ?
you re impressed aren t you ?,vous etes impressionnes n est ce pas ?
you re impressed aren t you ?,vous etes impressionnees n est ce pas ?
you re impressed aren t you ?,tu es impressionnee pas vrai ?
you re impressed aren t you ?,tu es impressionne pas vrai ?
you re in pain aren t you ?,vous souffrez n est ce pas ?
you re in pain aren t you ?,tu souffres n est ce pas ?
you re not married are you ?,vous n etes pas marie si ?
you re not married are you ?,vous n etes pas mariee si ?
you re not married are you ?,tu n es pas marie si ?
you re not married are you ?,tu n es pas mariee si ?
you re not married are you ?,vous n etes pas mariees si ?
you re not married are you ?,vous n etes pas maries si ?
you re not staying here are you ?,vous ne restez pas ici si ?
you re not staying here are you ?,tu ne restes pas ici si ?
you re over analyzing .,vous analysez trop .
you re over analyzing .,tu analyses trop .
you re picky aren t you ?,vous etes difficile n est ce pas ?
you re picky aren t you ?,tu es difficile pas vrai ?
you re still single aren t you ?,vous etes toujours celibataire n est ce pas ?
you re still single aren t you ?,tu es toujours celibataire pas vrai ?
you re the one who planted that tree .,tu es celui qui a plante cet arbre .
you re the one who planted that tree .,tu es celle qui a plante cet arbre .
you re the one who planted that tree .,vous etes celui qui a plante cet arbre .
you re the one who planted that tree .,vous etes celle qui a plante cet arbre .
you re the one who planted that tree .,c est toi qui as plante cet arbre .
you re the one who planted that tree .,c est vous qui avez plante cet arbre .
you re the one who trained me .,c est vous qui m avez entraine .
you re the one who trained me .,c est vous qui m avez forme .
you re the one who trained me .,c est toi qui m as entraine .
you re the one who trained me .,c est toi qui m as forme .
you re the one who trained me .,c est toi qui m as entrainee .
you re the one who trained me .,c est toi qui m as formee .
you re the one who trained me .,c est vous qui m avez formee .
you re the one who trained me .,c est vous qui m avez entrainee .
you re the one who trained me .,vous etes celui qui m a entraine .
you re the one who trained me .,vous etes celle qui m a entraine .
you re the one who trained me .,vous etes celui qui m a entrainee .
you re the one who trained me .,vous etes celle qui m a entrainee .
you re the one who trained me .,vous etes celle qui m a forme .
you re the one who trained me .,vous etes celle qui m a formee .
you re the one who trained me .,vous etes celui qui m a forme .
you re the one who trained me .,vous etes celui qui m a formee .
you re the one who trained me .,tu es celui qui m a forme .
you re the one who trained me .,tu es celui qui m a formee .
you re the one who trained me .,tu es celle qui m a forme .
you re the one who trained me .,tu es celle qui m a formee .
you re the one who trained me .,tu es celle qui m a entraine .
you re the one who trained me .,tu es celle qui m a entrainee .
you re the one who trained me .,tu es celui qui m a entraine .
you re the one who trained me .,tu es celui qui m a entrainee .
you re very religious aren t you ?,vous etes tres religieux n est ce pas ?
you re very religious aren t you ?,vous etes tres religieuses n est ce pas ?
you re very religious aren t you ?,vous etes tres religieuse n est ce pas ?
you re very religious aren t you ?,tu es tres religieux n est ce pas ?
you re very religious aren t you ?,tu es tres religieuse n est ce pas ?
you re worried aren t you ?,vous etes soucieux n est ce pas ?
you re worried aren t you ?,vous etes soucieuse n est ce pas ?
you re worried aren t you ?,vous etes soucieuses n est ce pas ?
you re worried aren t you ?,vous etes inquiet n est ce pas ?
you re worried aren t you ?,vous etes inquietes n est ce pas ?
you re worried aren t you ?,vous etes inquiete n est ce pas ?
you re worried aren t you ?,vous etes inquiets n est ce pas ?
you re worried aren t you ?,tu es inquiete pas vrai ?
you re worried aren t you ?,tu es inquiet pas vrai ?
you re quite attractive .,vous etes tout a fait attirant .
you re quite attractive .,vous etes tout a fait attirante .
you re quite attractive .,tu es tout a fait attirant .
you re quite attractive .,tu es tout a fait attirante .
i m not good at pretending .,je ne suis pas bon pour faire semblant .
i m not good at pretending .,je ne suis pas bon dans la simulation .
he s fit and muscular .,il est en forme et muscle .
they are older than tom .,ils sont plus vieux que tom .
they are older than tom .,elles sont plus vieilles que tom .
he is schizophrenic .,il est schizophrene .
she is schizophrenic .,elle est schizophrene .
i m as old as you .,je suis aussi age que toi .
i m as old as you .,je suis aussi agee que toi .
i m as old as you .,je suis aussi age que vous .
i m as old as you .,je suis aussi agee que vous .
i am busy .,je suis occupe .
we are lost in the middle of nowhere .,nous sommes perdues au centre de nulle part .
you re so cute together .,vous etes si mignons ensemble .
she s getting ready .,elle se prepare .
he s a friend of a friend .,c est un ami d un ami .
you re gross !,tu es malpoli !
i am grateful for your help .,je te suis reconnaissant pour ton aide .
we re going to have a baby !,nous allons avoir un bebe !
he s tony .,c est tony .
he isn t married .,il n est pas marie .
he s not married .,il n est pas marie .
he is not married .,il n est pas marie .
i m afraid of bats .,j ai peur des chauves souris .
i m not an expert .,je ne suis pas un expert .
i am faced with a mountain of problems .,je suis confronte a une montagne de problemes .
she s a beautiful woman .,c est une belle femme .
i m coming to the car .,je viens a la voiture .
i m going to be in my room .,je serai dans ma chambre .
you re absolutely right .,vous avez tout a fait raison .
you re absolutely right .,tu as parfaitement raison .
you re absolutely right .,vous avez parfaitement raison .
i m here to win .,je suis ici pour vaincre .
he s smart handsome and polite .,il est intelligent poli et plutot joli .
he s kind of shy .,il est assez timide .
she s kind of shy .,elle est assez timide .
i am so hot .,je suis tellement sexy !
we re trying to cut down on expenses .,nous tentons de reduire les depenses .
i m not darth vader .,je ne suis pas darth vader .
you re not a doctor .,tu n es pas medecin .
i m maire s fiance .,je suis le fiance de marie .
she is watering her flowers .,elle est en train d arroser ses fleurs .
i am proud of you .,je suis fier de toi .
she is my gipsy wife .,elle est ma femme gitane .
you are my angel .,tu es mon ange .
you are handsome .,tu es beau .
you are handsome .,vous etes beau .
she s alive !,elle est vivante !
he s from germany .,il vient d allemagne .
he s not breathing !,il ne respire pas !
he s not bad .,il n est pas mauvais .
she s not bad .,elle n est pas mauvaise .
they re towing your car .,ils remorquent votre voiture .
they are not happy .,ils ne sont pas heureux .
they are not happy .,elles ne sont pas heureuses .
they are both talented .,ils sont tous deux talentueux .
they are both talented .,elles sont toutes deux talentueuses .
we are poor because we are honest .,nous sommes pauvres parce que nous sommes honnetes .
i m going to nimes tomorrow .,je vais a nimes demain .
he is really a good worker .,c est vraiment un bon travailleur .
he s sitting next to his brother .,il est assis a cote de son frere .
i am fat .,je suis gras .
he s drunk .,il est ivre .
he s drunk .,il est soul .
